Chromosome,Start,End,Name
chr12,130894233,130894933,NegativeControl-AR_motif_22025
chr12,92541488,92542188,NegativeControl-AR_motif_21564
chr12,48323191,48323891,NegativeControl-AR_motif_21137
chr12,80729135,80729835,NegativeControl-AR_motif_21448
chr12,71167663,71168363,NegativeControl-AR_motif_21358
chr12,96627634,96628334,NegativeControl-AR_motif_21614
chr12,4362240,4362940,NegativeControl-AR_motif_20706
chr12,56285390,56286090,NegativeControl-AR_motif_21214
chr12,47532854,47533554,NegativeControl-AR_motif_21125
chr12,124818422,124819122,NegativeControl-AR_motif_21946
chr12,11841811,11842511,NegativeControl-AR_motif_20785
chr12,17186057,17186757,NegativeControl-AR_motif_20850
chr12,42912596,42913296,NegativeControl-AR_motif_21070
chr12,94019872,94020572,NegativeControl-AR_motif_21577
chr12,38953036,38953736,NegativeControl-AR_motif_21027
chr12,22148806,22149506,NegativeControl-AR_motif_20899
chr12,34413592,34414292,NegativeControl-AR_motif_21017
chr12,23565429,23566129,NegativeControl-AR_motif_20914
chr12,38495198,38495898,NegativeControl-AR_motif_21021
chr12,116863862,116864562,NegativeControl-AR_motif_21843
chr12,14069762,14070462,NegativeControl-AR_motif_20814
chr12,57436815,57437515,NegativeControl-AR_motif_21230
chr12,5152491,5153191,NegativeControl-AR_motif_20718
chr12,26320373,26321073,NegativeControl-AR_motif_20941
chr12,118018947,118019647,NegativeControl-AR_motif_21862
chr12,48720075,48720775,NegativeControl-AR_motif_21140
chr12,63337793,63338493,NegativeControl-AR_motif_21283
chr12,65432315,65433015,NegativeControl-AR_motif_21299
chr12,15781859,15782559,NegativeControl-AR_motif_20833
chr12,124313973,124314673,NegativeControl-AR_motif_21937
chr12,47973456,47974156,NegativeControl-AR_motif_21131
chr12,78926500,78927200,NegativeControl-AR_motif_21434
chr12,58348922,58349622,NegativeControl-AR_motif_21238
chr12,119180530,119181230,NegativeControl-AR_motif_21880
chr12,104826518,104827218,NegativeControl-AR_motif_21694
chr12,123519177,123519877,NegativeControl-AR_motif_21933
chr12,30003047,30003747,NegativeControl-AR_motif_20987
chr12,112456372,112457072,NegativeControl-AR_motif_21780
chr12,366469,367169,NegativeControl-AR_motif_20651
chr12,130975220,130975920,NegativeControl-AR_motif_22027
chr12,97134537,97135237,NegativeControl-AR_motif_21619
chr12,4667525,4668225,NegativeControl-AR_motif_20710
chr12,108550647,108551347,NegativeControl-AR_motif_21743
chr12,118461085,118461785,NegativeControl-AR_motif_21872
chr12,16089511,16090211,LNcaP_pos_3-PositiveControl
chr12,7736568,7737268,LNcaP_pos_23-PositiveControl
chr12,81171726,81172426,LNcaP_pos_35-PositiveControl
chr12,59751404,59752104,LNcaP_pos_45-PositiveControl
chr12,69202470,69203170,LNcaP_pos_53-PositiveControl
chr12,92428485,92429185,LNcaP_pos_64-PositiveControl
chr12,120883842,120884542,LNcaP_pos_100-PositiveControl
chr12,19584618,19585318,LNcaP_pos_117-PositiveControl
chr12,59281748,59282448,LNcaP_pos_165-PositiveControl
chr12,127256396,127257096,LNcaP_pos_166-PositiveControl
chr12,82751702,82752402,LNcaP_pos_228-PositiveControl
chr12,73368860,73369560,LNcaP_pos_240-PositiveControl
chr12,77001664,77002364,LNcaP_pos_273-PositiveControl
chr12,79153089,79153789,LNcaP_pos_318-PositiveControl
chr12,103917440,103918140,LNcaP_pos_336-PositiveControl
chr12,40868288,40868988,LNcaP_pos_351-PositiveControl
chr12,2806034,2806734,LNcaP_pos_370-PositiveControl
chr12,121453884,121454584,LNcaP_pos_396-PositiveControl
chr12,47949939,47950639,LNcaP_pos_400-PositiveControl
chr12,12199793,12200493,LNcaP_pos_451-PositiveControl
chr12,52278262,52278962,LNcaP_pos_455-PositiveControl
chr12,119807585,119808285,LNcaP_pos_470-PositiveControl
chr12,67467836,67468536,LNcaP_pos_471-PositiveControl
chr13,20745304,20746004,peakno_2111-ARBS
chr13,21080124,21080824,peakno_2112-ARBS
chr13,21362993,21363693,peakno_2113-ARBS
chr13,21417760,21418460,peakno_2115-ARBS
chr13,21607637,21608337,peakno_1774-ARBS
chr13,21946449,21947149,peakno_2123-ARBS
chr13,22839532,22840232,onlynormal_read_71-ARBS
chr13,24200733,24201433,onlynormal_read_72-ARBS
chr13,24543689,24544389,peakno_2134-ARBS
chr13,24776202,24776902,peakno_2135-ARBS
chr13,26070512,26071212,peakno_2139-ARBS
chr13,26971124,26971824,peakno_2206-ARBS
chr13,28175790,28176490,peakno_2211-ARBS
chr13,30149026,30149726,peakno_2213-ARBS
chr13,31317419,31318119,onlynormal_read_74-ARBS
chr13,31666924,31667624,peakno_2221-ARBS
chr13,32520114,32520814,peakno_2226-ARBS
chr13,33558805,33559505,peakno_2230-ARBS
chr13,33801838,33802538,peakno_2240-ARBS
chr13,34319320,34320020,peakno_2245-ARBS
chr13,34327880,34328580,peakno_2246-ARBS
chr13,34610087,34610787,peakno_2255-ARBS
chr13,34736013,34736713,peakno_2256-ARBS
chr13,34909490,34910190,overlapped_read_182-ARBS
chr13,35336514,35337214,peakno_2430-ARBS
chr13,36426730,36427430,peakno_2434-ARBS
chr13,36432670,36433370,overlapped_read_184-ARBS
chr13,36931764,36932464,onlynormal_read_77-ARBS
chr13,40810201,40810901,onlynormal_read_84-ARBS
chr13,42294740,42295440,peakno_2476-ARBS
chr13,43498236,43498936,overlapped_read_197-ARBS
chr13,44792779,44793479,overlapped_read_198-ARBS
chr13,45423355,45424055,overlapped_read_199-ARBS
chr13,45428512,45429212,overlapped_read_200-ARBS
chr13,45444496,45445196,overlapped_read_201-ARBS
chr13,45461042,45461742,onlynormal_read_86-ARBS
chr13,45495825,45496525,onlynormal_read_87-ARBS
chr13,48965148,48965848,peakno_2759-ARBS
chr13,49761838,49762538,peakno_1784-ARBS
chr13,49973906,49974606,overlapped_read_206-ARBS
chr13,50050564,50051264,peakno_2774-ARBS
chr13,50432508,50433208,overlapped_read_207-ARBS
chr13,51002154,51002854,overlapped_read_208-ARBS
chr13,51383669,51384369,peakno_2795-ARBS
chr13,51608812,51609512,peakno_2796-ARBS
chr13,51801414,51802114,overlapped_read_209-ARBS
chr13,52313352,52314052,peakno_207-ARBS
chr13,52343791,52344491,overlapped_read_210-ARBS
chr13,52608882,52609582,peakno_208-ARBS
chr13,54008726,54009426,peakno_212-ARBS
chr13,54136397,54137097,overlapped_read_212-ARBS
chr13,62523952,62524652,peakno_218-ARBS
chr13,63295911,63296611,peakno_221-ARBS
chr13,65802654,65803354,peakno_227-ARBS
chr13,66516964,66517664,peakno_232-ARBS
chr13,69602888,69603588,peakno_234-ARBS
chr13,71061526,71062226,peakno_238-ARBS
chr13,73899627,73900327,peakno_412-ARBS
chr13,74802909,74803609,peakno_417-ARBS
chr13,74940629,74941329,peakno_418-ARBS
chr13,75007155,75007855,peakno_421-ARBS
chr13,75465618,75466318,peakno_422-ARBS
chr13,75553044,75553744,onlynormal_read_90-ARBS
chr13,76040983,76041683,peakno_425-ARBS
chr13,76217258,76217958,peakno_426-ARBS
chr13,77629229,77629929,peakno_434-ARBS
chr13,83639164,83639864,overlapped_read_235-ARBS
chr13,85947260,85947960,peakno_602-ARBS
chr13,89384606,89385306,peakno_604-ARBS
chr13,89600656,89601356,peakno_605-ARBS
chr13,90984013,90984713,peakno_607-ARBS
chr13,91038178,91038878,peakno_608-ARBS
chr13,91184995,91185695,peakno_609-ARBS
chr13,91552066,91552766,peakno_612-ARBS
chr13,91893338,91894038,peakno_613-ARBS
chr13,92972469,92973169,overlapped_read_236-ARBS
chr13,93221568,93222268,peakno_1886-ARBS
chr13,93770330,93771030,peakno_614-ARBS
chr13,93796029,93796729,peakno_615-ARBS
chr13,93806791,93807491,peakno_616-ARBS
chr13,95687806,95688506,overlapped_read_238-ARBS
chr13,95864236,95864936,peakno_626-ARBS
chr13,95870268,95870968,overlapped_read_239-ARBS
chr13,95878305,95879005,peakno_845-ARBS
chr13,95920126,95920826,peakno_627-ARBS
chr13,96211262,96211962,peakno_630-ARBS
chr13,96212305,96213005,peakno_631-ARBS
chr13,96266859,96267559,peakno_632-ARBS
chr13,96272602,96273302,peakno_807-ARBS
chr13,97577980,97578680,peakno_808-ARBS
chr13,99068464,99069164,overlapped_read_241-ARBS
chr13,101029908,101030608,peakno_983-ARBS
chr13,104823426,104824126,peakno_987-ARBS
chr13,105026664,105027364,peakno_988-ARBS
chr13,106448342,106449042,peakno_991-ARBS
chr13,106468816,106469516,peakno_992-ARBS
chr13,106748767,106749467,peakno_994-ARBS
chr13,108992624,108993324,peakno_999-ARBS
chr13,109571676,109572376,peakno_1004-ARBS
chr13,109600228,109600928,overlapped_read_433-ARBS
chr13,109609600,109610300,peakno_1005-ARBS
chr13,109632500,109633200,peakno_1006-ARBS
chr13,110147343,110148043,peakno_859-ARBS
chr13,110161748,110162448,overlapped_read_246-ARBS
chr13,110189630,110190330,peakno_1677-ARBS
chr13,110228514,110229214,peakno_1213-ARBS
chr13,110309438,110310138,peakno_886-ARBS
chr13,110382722,110383422,peakno_1214-ARBS
chr13,110637024,110637724,peakno_1226-ARBS
chr13,110667199,110667899,peakno_1227-ARBS
chr13,110746802,110747502,overlapped_read_247-ARBS
chr13,111049108,111049808,onlynormal_read_101-ARBS
chr13,111064326,111065026,onlynormal_read_102-ARBS
chr13,111462108,111462808,peakno_1240-ARBS
chr13,111490127,111490827,peakno_1678-ARBS
chr13,111899796,111900496,peakno_1241-ARBS
chr13,113613426,113614126,onlynormal_read_103-ARBS
chr13,34606578,34607278,NegativeControl-AR_motif_22267
chr13,59539689,59540389,NegativeControl-AR_motif_22507
chr13,44606568,44607268,NegativeControl-AR_motif_22358
chr13,32523077,32523777,NegativeControl-AR_motif_22236
chr13,56897458,56898158,NegativeControl-AR_motif_22482
chr13,98956763,98957463,NegativeControl-AR_motif_22868
chr13,98184356,98185056,NegativeControl-AR_motif_22859
chr13,48771439,48772139,NegativeControl-AR_motif_22404
chr13,108933601,108934301,NegativeControl-AR_motif_22992
chr13,110831227,110831927,NegativeControl-AR_motif_23015
chr13,61092143,61092843,NegativeControl-AR_motif_22523
chr13,25273525,25274225,NegativeControl-AR_motif_22139
chr13,54707706,54708406,NegativeControl-AR_motif_22468
chr13,22490163,22490863,NegativeControl-AR_motif_22109
chr13,54407786,54408486,NegativeControl-AR_motif_22464
chr13,28669773,28670473,NegativeControl-AR_motif_22191
chr13,89580700,89581400,NegativeControl-AR_motif_22773
chr13,63801983,63802683,NegativeControl-AR_motif_22555
chr13,110575211,110575911,NegativeControl-AR_motif_23013
chr13,87809702,87810402,NegativeControl-AR_motif_22756
chr13,55729906,55730606,NegativeControl-AR_motif_22473
chr13,41720636,41721336,NegativeControl-AR_motif_22328
chr13,76071801,76072501,NegativeControl-AR_motif_22659
chr13,92140034,92140734,NegativeControl-AR_motif_22800
chr13,78208360,78209060,NegativeControl-AR_motif_22680
chr13,85330762,85331462,NegativeControl-AR_motif_22738
chr13,73781858,73782558,NegativeControl-AR_motif_22640
chr13,80717082,80717782,NegativeControl-AR_motif_22706
chr13,101079608,101080308,NegativeControl-AR_motif_22893
chr13,75912991,75913691,NegativeControl-AR_motif_22656
chr13,115088814,115089514,NegativeControl-AR_motif_23080
chr13,101174163,101174863,NegativeControl-AR_motif_22894
chr13,112631192,112631892,NegativeControl-AR_motif_23050
chr13,44212121,44212821,NegativeControl-AR_motif_22352
chr13,77331255,77331955,NegativeControl-AR_motif_22675
chr13,21774007,21774707,NegativeControl-AR_motif_22097
chr13,100328923,100329623,NegativeControl-AR_motif_22880
chr13,52565890,52566590,NegativeControl-AR_motif_22445
chr13,36055218,36055918,NegativeControl-AR_motif_22279
chr13,81317340,81318040,NegativeControl-AR_motif_22710
chr13,24733265,24733965,NegativeControl-AR_motif_22135
chr13,107925695,107926395,NegativeControl-AR_motif_22982
chr13,68198738,68199438,NegativeControl-AR_motif_22597
chr13,28252062,28252762,NegativeControl-AR_motif_22188
chr13,79397752,79398452,NegativeControl-AR_motif_22690
chr13,21895706,21896406,NegativeControl-AR_motif_22102
chr13,58592734,58593434,NegativeControl-AR_motif_22497
chr13,95721340,95722040,NegativeControl-AR_motif_22839
chr13,28065800,28066500,NegativeControl-AR_motif_22184
chr13,63941308,63942008,NegativeControl-AR_motif_22556
chr13,19155235,19155935,NegativeControl-AR_motif_22071
chr13,66198695,66199395,NegativeControl-AR_motif_22576
chr13,52527826,52528526,NegativeControl-AR_motif_22444
chr13,67426558,67427258,NegativeControl-AR_motif_22590
chr13,86638578,86639278,NegativeControl-AR_motif_22748
chr13,49378255,49378955,NegativeControl-AR_motif_22412
chr13,98376447,98377147,NegativeControl-AR_motif_22861
chr13,98059666,98060366,NegativeControl-AR_motif_22855
chr13,44553392,44554092,NegativeControl-AR_motif_22356
chr13,94962058,94962758,NegativeControl-AR_motif_22830
chr13,41237282,41237982,NegativeControl-AR_motif_22323
chr13,88399614,88400314,NegativeControl-AR_motif_22764
chr13,36872682,36873382,NegativeControl-AR_motif_22286
chr13,106029289,106029989,NegativeControl-AR_motif_22959
chr13,28000142,28000842,NegativeControl-AR_motif_22181
chr13,31986645,31987345,NegativeControl-AR_motif_22228
chr13,25768833,25769533,NegativeControl-AR_motif_22146
chr13,63288680,63289380,NegativeControl-AR_motif_22551
chr13,33865270,33865970,NegativeControl-AR_motif_22257
chr13,33261994,33262694,NegativeControl-AR_motif_22245
chr13,110473861,110474561,NegativeControl-AR_motif_23009
chr13,36484351,36485051,NegativeControl-AR_motif_22283
chr13,27988473,27989173,NegativeControl-AR_motif_22180
chr13,52064697,52065397,NegativeControl-AR_motif_22437
chr13,91546742,91547442,NegativeControl-AR_motif_22796
chr13,51993250,51993950,NegativeControl-AR_motif_22436
chr13,96712139,96712839,NegativeControl-AR_motif_22843
chr13,26810509,26811209,NegativeControl-AR_motif_22161
chr13,41795639,41796339,NegativeControl-AR_motif_22329
chr13,51103370,51104070,LNcaP_pos_28-PositiveControl
chr13,77096044,77096744,LNcaP_pos_39-PositiveControl
chr13,84515671,84516371,LNcaP_pos_91-PositiveControl
chr13,41719521,41720221,LNcaP_pos_118-PositiveControl
chr13,114540085,114540785,LNcaP_pos_126-PositiveControl
chr13,23973231,23973931,LNcaP_pos_131-PositiveControl
chr13,48640584,48641284,LNcaP_pos_175-PositiveControl
chr13,34514864,34515564,LNcaP_pos_195-PositiveControl
chr13,48646282,48646982,LNcaP_pos_245-PositiveControl
chr13,69282307,69283007,LNcaP_pos_286-PositiveControl
chr13,84973252,84973952,LNcaP_pos_309-PositiveControl
chr13,85682334,85683034,LNcaP_pos_312-PositiveControl
chr13,43597486,43598186,LNcaP_pos_397-PositiveControl
chr14,20635052,20635752,peakno_1275-ARBS
chr14,21242486,21243186,peakno_1280-ARBS
chr14,22802314,22803014,peakno_1293-ARBS
chr14,23029852,23030552,peakno_1294-ARBS
chr14,23340276,23340976,overlapped_read_2-ARBS
chr14,25451626,25452326,peakno_1314-ARBS
chr14,25884018,25884718,peakno_1315-ARBS
chr14,29345469,29346169,peakno_2802-ARBS
chr14,29405530,29406230,peakno_888-ARBS
chr14,29418588,29419288,peakno_2803-ARBS
chr14,29421838,29422538,overlapped_read_250-ARBS
chr14,29451316,29452016,peakno_2805-ARBS
chr14,29709022,29709722,peakno_2815-ARBS
chr14,31560482,31561182,peakno_2822-ARBS
chr14,32396841,32397541,peakno_2832-ARBS
chr14,32492140,32492840,onlynormal_read_107-ARBS
chr14,33117531,33118231,peakno_2849-ARBS
chr14,33687722,33688422,peakno_2850-ARBS
chr14,33933550,33934250,overlapped_read_259-ARBS
chr14,34173512,34174212,peakno_2856-ARBS
chr14,34174601,34175301,peakno_2866-ARBS
chr14,34228196,34228896,peakno_2867-ARBS
chr14,34695183,34695883,peakno_2868-ARBS
chr14,34798040,34798740,peakno_1697-ARBS
chr14,34965968,34966668,onlynormal_read_108-ARBS
chr14,35018015,35018715,overlapped_read_260-ARBS
chr14,35520826,35521526,peakno_2883-ARBS
chr14,35670230,35670930,peakno_2884-ARBS
chr14,35672970,35673670,peakno_2885-ARBS
chr14,35848271,35848971,peakno_2886-ARBS
chr14,36398204,36398904,overlapped_read_261-ARBS
chr14,37836714,37837414,peakno_2958-ARBS
chr14,37838676,37839376,peakno_1884-ARBS
chr14,37905542,37906242,peakno_2961-ARBS
chr14,38712879,38713579,peakno_2962-ARBS
chr14,40090306,40091006,peakno_2967-ARBS
chr14,49765542,49766242,peakno_2973-ARBS
chr14,49945694,49946394,peakno_1926-ARBS
chr14,50108360,50109060,peakno_2975-ARBS
chr14,51199916,51200616,peakno_2983-ARBS
chr14,51230058,51230758,peakno_2984-ARBS
chr14,51233082,51233782,peakno_2985-ARBS
chr14,52013774,52014474,onlynormal_read_109-ARBS
chr14,52469906,52470606,overlapped_read_262-ARBS
chr14,53012158,53012858,overlapped_read_263-ARBS
chr14,53157564,53158264,peakno_2989-ARBS
chr14,55136501,55137201,onlynormal_read_110-ARBS
chr14,55281658,55282358,onlynormal_read_111-ARBS
chr14,56355759,56356459,peakno_3037-ARBS
chr14,57127264,57127964,peakno_3041-ARBS
chr14,57320915,57321615,peakno_3042-ARBS
chr14,58285085,58285785,peakno_3045-ARBS
chr14,60435768,60436468,peakno_3050-ARBS
chr14,61025744,61026444,peakno_3051-ARBS
chr14,61896850,61897550,peakno_3055-ARBS
chr14,61932695,61933395,onlynormal_read_112-ARBS
chr14,62004118,62004818,peakno_3057-ARBS
chr14,62105533,62106233,peakno_3058-ARBS
chr14,62454888,62455588,peakno_3059-ARBS
chr14,63267152,63267852,overlapped_read_264-ARBS
chr14,64144592,64145292,peakno_1768-ARBS
chr14,64149788,64150488,peakno_3066-ARBS
chr14,64549477,64550177,onlynormal_read_113-ARBS
chr14,64898868,64899568,peakno_3067-ARBS
chr14,64981660,64982360,overlapped_read_265-ARBS
chr14,65078044,65078744,overlapped_read_431-ARBS
chr14,65584908,65585608,peakno_3158-ARBS
chr14,66143245,66143945,peakno_3162-ARBS
chr14,68017663,68018363,peakno_3171-ARBS
chr14,68478090,68478790,onlynormal_read_114-ARBS
chr14,68610869,68611569,peakno_3173-ARBS
chr14,68973490,68974190,peakno_1895-ARBS
chr14,69016948,69017648,peakno_3179-ARBS
chr14,69809431,69810131,peakno_3188-ARBS
chr14,71421372,71422072,peakno_3198-ARBS
chr14,71704144,71704844,peakno_3207-ARBS
chr14,73753468,73754168,peakno_3213-ARBS
chr14,74127064,74127764,overlapped_read_272-ARBS
chr14,74411696,74412396,peakno_3217-ARBS
chr14,75807524,75808224,onlynormal_read_117-ARBS
chr14,76002016,76002716,overlapped_read_273-ARBS
chr14,76183894,76184594,peakno_83-ARBS
chr14,76451153,76451853,peakno_84-ARBS
chr14,77371233,77371933,peakno_85-ARBS
chr14,79556070,79556770,peakno_90-ARBS
chr14,79991706,79992406,peakno_94-ARBS
chr14,80469420,80470120,peakno_95-ARBS
chr14,80520252,80520952,peakno_96-ARBS
chr14,80730886,80731586,peakno_100-ARBS
chr14,80885487,80886187,peakno_101-ARBS
chr14,80934791,80935491,peakno_102-ARBS
chr14,81848748,81849448,peakno_103-ARBS
chr14,81866966,81867666,peakno_108-ARBS
chr14,82028107,82028807,peakno_109-ARBS
chr14,82780106,82780806,peakno_114-ARBS
chr14,82853884,82854584,overlapped_read_274-ARBS
chr14,84720387,84721087,overlapped_read_275-ARBS
chr14,84908738,84909438,peakno_121-ARBS
chr14,85088725,85089425,onlynormal_read_118-ARBS
chr14,85123052,85123752,peakno_122-ARBS
chr14,85672109,85672809,peakno_1233-ARBS
chr14,85823280,85823980,overlapped_read_276-ARBS
chr14,88883829,88884529,peakno_1249-ARBS
chr14,89519460,89520160,peakno_1264-ARBS
chr14,89680241,89680941,peakno_1883-ARBS
chr14,89770127,89770827,onlynormal_read_119-ARBS
chr14,89895922,89896622,peakno_1284-ARBS
chr14,91757128,91757828,peakno_1291-ARBS
chr14,92012252,92012952,peakno_1301-ARBS
chr14,92554716,92555416,peakno_1306-ARBS
chr14,93186042,93186742,peakno_1319-ARBS
chr14,94367989,94368689,peakno_1320-ARBS
chr14,94623436,94624136,peakno_1322-ARBS
chr14,95065344,95066044,onlynormal_read_120-ARBS
chr14,95121372,95122072,overlapped_read_277-ARBS
chr14,98770759,98771459,overlapped_read_297-ARBS
chr14,100433033,100433733,overlapped_read_298-ARBS
chr14,104290854,104291554,peakno_1752-ARBS
chr14,107254232,107254932,overlapped_read_302-ARBS
chr14,82966470,82967170,NegativeControl-AR_motif_23755
chr14,27711985,27712685,NegativeControl-AR_motif_23189
chr14,64549474,64550174,NegativeControl-AR_motif_23527
chr14,103412097,103412797,NegativeControl-AR_motif_24031
chr14,87930419,87931119,NegativeControl-AR_motif_23803
chr14,70027802,70028502,NegativeControl-AR_motif_23598
chr14,38327569,38328269,NegativeControl-AR_motif_23289
chr14,101495724,101496424,NegativeControl-AR_motif_24003
chr14,86234934,86235634,NegativeControl-AR_motif_23790
chr14,95493272,95493972,NegativeControl-AR_motif_23900
chr14,52402644,52403344,NegativeControl-AR_motif_23394
chr14,59468086,59468786,NegativeControl-AR_motif_23477
chr14,38319530,38320230,NegativeControl-AR_motif_23288
chr14,36996590,36997290,NegativeControl-AR_motif_23275
chr14,90931429,90932129,NegativeControl-AR_motif_23842
chr14,21065880,21066580,NegativeControl-AR_motif_23112
chr14,58241815,58242515,NegativeControl-AR_motif_23465
chr14,106628319,106629019,NegativeControl-AR_motif_24067
chr14,33898392,33899092,NegativeControl-AR_motif_23252
chr14,95281319,95282019,NegativeControl-AR_motif_23894
chr14,75942816,75943516,NegativeControl-AR_motif_23663
chr14,50123687,50124387,NegativeControl-AR_motif_23374
chr14,80120012,80120712,NegativeControl-AR_motif_23719
chr14,61509205,61509905,NegativeControl-AR_motif_23494
chr14,73002234,73002934,NegativeControl-AR_motif_23628
chr14,64403775,64404475,NegativeControl-AR_motif_23523
chr14,45201347,45202047,NegativeControl-AR_motif_23329
chr14,22324247,22324947,NegativeControl-AR_motif_23126
chr14,29435984,29436684,NegativeControl-AR_motif_23206
chr14,80020984,80021684,NegativeControl-AR_motif_23716
chr14,65692681,65693381,NegativeControl-AR_motif_23545
chr14,103519665,103520365,NegativeControl-AR_motif_24034
chr14,36005803,36006503,NegativeControl-AR_motif_23268
chr14,65267251,65267951,NegativeControl-AR_motif_23534
chr14,88541971,88542671,NegativeControl-AR_motif_23814
chr14,73528802,73529502,NegativeControl-AR_motif_23631
chr14,88149494,88150194,NegativeControl-AR_motif_23806
chr14,56206571,56207271,NegativeControl-AR_motif_23441
chr14,24061938,24062638,NegativeControl-AR_motif_23151
chr14,43893592,43894292,NegativeControl-AR_motif_23322
chr14,51776325,51777025,NegativeControl-AR_motif_23387
chr14,79499080,79499780,NegativeControl-AR_motif_23705
chr14,56212709,56213409,NegativeControl-AR_motif_23442
chr14,98263819,98264519,NegativeControl-AR_motif_23941
chr14,79947495,79948195,NegativeControl-AR_motif_23715
chr14,87846308,87847008,NegativeControl-AR_motif_23802
chr14,47362662,47363362,NegativeControl-AR_motif_23344
chr14,99658576,99659276,NegativeControl-AR_motif_23959
chr14,83718850,83719550,NegativeControl-AR_motif_23763
chr14,62920494,62921194,NegativeControl-AR_motif_23506
chr14,102585304,102586004,NegativeControl-AR_motif_24016
chr14,103161433,103162133,NegativeControl-AR_motif_24027
chr14,34209552,34210252,NegativeControl-AR_motif_23253
chr14,43430590,43431290,NegativeControl-AR_motif_23320
chr14,30252102,30252802,NegativeControl-AR_motif_23213
chr14,83879191,83879891,NegativeControl-AR_motif_23765
chr14,78031883,78032583,NegativeControl-AR_motif_23690
chr14,28808482,28809182,NegativeControl-AR_motif_23196
chr14,106845033,106845733,NegativeControl-AR_motif_24073
chr14,65359468,65360168,NegativeControl-AR_motif_23538
chr14,59392973,59393673,NegativeControl-AR_motif_23476
chr14,57164977,57165677,NegativeControl-AR_motif_23454
chr14,106852279,106852979,NegativeControl-AR_motif_24074
chr14,43302542,43303242,NegativeControl-AR_motif_23318
chr14,69374783,69375483,NegativeControl-AR_motif_23589
chr14,49581005,49581705,NegativeControl-AR_motif_23366
chr14,56216437,56217137,NegativeControl-AR_motif_23443
chr14,104164226,104164926,NegativeControl-AR_motif_24045
chr14,46803742,46804442,NegativeControl-AR_motif_23340
chr14,30954036,30954736,NegativeControl-AR_motif_23218
chr14,69427869,69428569,NegativeControl-AR_motif_23592
chr14,62378148,62378848,NegativeControl-AR_motif_23503
chr14,80129949,80130649,NegativeControl-AR_motif_23720
chr14,102731008,102731708,NegativeControl-AR_motif_24019
chr14,34855733,34856433,NegativeControl-AR_motif_23259
chr14,64414230,64414930,NegativeControl-AR_motif_23525
chr14,34893343,34894043,NegativeControl-AR_motif_23260
chr14,56962856,56963556,NegativeControl-AR_motif_23452
chr14,37178853,37179553,NegativeControl-AR_motif_23277
chr14,38403027,38403727,NegativeControl-AR_motif_23290
chr14,94812389,94813089,LNcaP_pos_13-PositiveControl
chr14,21219920,21220620,LNcaP_pos_70-PositiveControl
chr14,101789687,101790387,LNcaP_pos_89-PositiveControl
chr14,44918677,44919377,LNcaP_pos_90-PositiveControl
chr14,23005720,23006420,LNcaP_pos_119-PositiveControl
chr14,103710304,103711004,LNcaP_pos_122-PositiveControl
chr14,57132831,57133531,LNcaP_pos_141-PositiveControl
chr14,34766834,34767534,LNcaP_pos_150-PositiveControl
chr14,55679261,55679961,LNcaP_pos_151-PositiveControl
chr14,46254338,46255038,LNcaP_pos_167-PositiveControl
chr14,67399170,67399870,LNcaP_pos_196-PositiveControl
chr14,34894471,34895171,LNcaP_pos_216-PositiveControl
chr14,103726662,103727362,LNcaP_pos_224-PositiveControl
chr14,46262048,46262748,LNcaP_pos_225-PositiveControl
chr14,71542974,71543674,LNcaP_pos_227-PositiveControl
chr14,51589987,51590687,LNcaP_pos_241-PositiveControl
chr14,22057222,22057922,LNcaP_pos_255-PositiveControl
chr14,32490026,32490726,LNcaP_pos_270-PositiveControl
chr14,35763264,35763964,LNcaP_pos_283-PositiveControl
chr14,32814385,32815085,LNcaP_pos_299-PositiveControl
chr14,107067802,107068502,LNcaP_pos_363-PositiveControl
chr14,44577656,44578356,LNcaP_pos_402-PositiveControl
chr14,101781851,101782551,LNcaP_pos_413-PositiveControl
chr14,70477642,70478342,LNcaP_pos_445-PositiveControl
chr14,103453386,103454086,LNcaP_pos_466-PositiveControl
chr14,65472043,65472743,LNcaP_pos_477-PositiveControl
chr15,21915158,21915858,peakno_1778-ARBS
chr15,22484326,22485026,peakno_1779-ARBS
chr15,23791165,23791865,overlapped_read_303-ARBS
chr15,23844080,23844780,peakno_2013-ARBS
chr15,26873047,26873747,peakno_2014-ARBS
chr15,27146176,27146876,peakno_2015-ARBS
chr15,27163324,27164024,peakno_2097-ARBS
chr15,27643539,27644239,peakno_2098-ARBS
chr15,27782261,27782961,peakno_2099-ARBS
chr15,27790616,27791316,peakno_2100-ARBS
chr15,29693694,29694394,peakno_2106-ARBS
chr15,30145553,30146253,peakno_2109-ARBS
chr15,31198142,31198842,peakno_1743-ARBS
chr15,31657776,31658476,onlynormal_read_133-ARBS
chr15,32949558,32950258,peakno_2114-ARBS
chr15,33115825,33116525,overlapped_read_307-ARBS
chr15,33322397,33323097,peakno_2116-ARBS
chr15,33510210,33510910,peakno_2117-ARBS
chr15,34233758,34234458,peakno_2124-ARBS
chr15,34508484,34509184,peakno_2125-ARBS
chr15,34753795,34754495,peakno_2126-ARBS
chr15,35600762,35601462,overlapped_read_310-ARBS
chr15,35617533,35618233,peakno_2130-ARBS
chr15,35803096,35803796,peakno_2132-ARBS
chr15,35985968,35986668,peakno_2136-ARBS
chr15,38690096,38690796,overlapped_read_311-ARBS
chr15,39187274,39187974,peakno_2204-ARBS
chr15,39565956,39566656,peakno_2205-ARBS
